Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2020-01-03,ES,Spain,EURO,0,0,0,0
2020-01-04,ES,Spain,EURO,0,0,0,0
2020-01-05,ES,Spain,EURO,0,0,0,0
2020-01-06,ES,Spain,EURO,0,0,0,0
2020-01-07,ES,Spain,EURO,0,0,0,0
2020-01-08,ES,Spain,EURO,0,0,0,0
2020-01-09,ES,Spain,EURO,0,0,0,0
2020-01-10,ES,Spain,EURO,0,0,0,0
2020-01-11,ES,Spain,EURO,1,1,0,0
2020-01-12,ES,Spain,EURO,1,2,0,0
2020-01-13,ES,Spain,EURO,0,2,0,0
2020-01-14,ES,Spain,EURO,1,3,0,0
2020-01-15,ES,Spain,EURO,0,3,0,0
2020-01-16,ES,Spain,EURO,0,3,0,0
2020-01-17,ES,Spain,EURO,0,3,0,0
2020-01-18,ES,Spain,EURO,0,3,0,0
2020-01-19,ES,Spain,EURO,0,3,0,0
2020-01-20,ES,Spain,EURO,1,4,0,0
2020-01-21,ES,Spain,EURO,0,4,0,0
2020-01-22,ES,Spain,EURO,0,4,0,0
2020-01-23,ES,Spain,EURO,1,5,0,0
2020-01-24,ES,Spain,EURO,0,5,0,0
2020-01-25,ES,Spain,EURO,0,5,0,0
2020-01-26,ES,Spain,EURO,0,5,0,0
2020-01-27,ES,Spain,EURO,0,5,0,0
2020-01-28,ES,Spain,EURO,0,5,0,0
2020-01-29,ES,Spain,EURO,0,5,0,0
2020-01-30,ES,Spain,EURO,0,5,0,0
2020-01-31,ES,Spain,EURO,0,5,0,0
2020-02-01,ES,Spain,EURO,0,5,0,0
2020-02-02,ES,Spain,EURO,6,11,0,0
2020-02-03,ES,Spain,EURO,0,11,0,0
2020-02-04,ES,Spain,EURO,0,11,0,0
2020-02-05,ES,Spain,EURO,0,11,0,0
2020-02-06,ES,Spain,EURO,0,11,0,0
2020-02-07,ES,Spain,EURO,0,11,0,0
2020-02-08,ES,Spain,EURO,0,11,0,0
2020-02-09,ES,Spain,EURO,0,11,0,0
2020-02-10,ES,Spain,EURO,0,11,0,0
2020-02-11,ES,Spain,EURO,1,12,0,0
2020-02-12,ES,Spain,EURO,0,12,0,0
2020-02-13,ES,Spain,EURO,0,12,1,1
2020-02-14,ES,Spain,EURO,3,15,0,1
2020-02-15,ES,Spain,EURO,0,15,0,1
2020-02-16,ES,Spain,EURO,0,15,0,1
2020-02-17,ES,Spain,EURO,0,15,0,1
2020-02-18,ES,Spain,EURO,0,15,0,1
2020-02-19,ES,Spain,EURO,0,15,0,1
2020-02-20,ES,Spain,EURO,0,15,0,1
2020-02-21,ES,Spain,EURO,0,15,0,1
2020-02-22,ES,Spain,EURO,0,15,0,1
2020-02-23,ES,Spain,EURO,1,16,0,1
2020-02-24,ES,Spain,EURO,1,17,0,1
2020-02-25,ES,Spain,EURO,2,19,0,1
2020-02-26,ES,Spain,EURO,2,21,0,1
2020-02-27,ES,Spain,EURO,1,22,0,1
2020-02-28,ES,Spain,EURO,7,29,0,1
2020-02-29,ES,Spain,EURO,23,52,0,1
2020-03-01,ES,Spain,EURO,23,75,0,1
2020-03-02,ES,Spain,EURO,19,94,0,1
2020-03-03,ES,Spain,EURO,37,131,0,1
2020-03-04,ES,Spain,EURO,72,203,0,1
2020-03-05,ES,Spain,EURO,85,288,1,2
2020-03-06,ES,Spain,EURO,99,387,2,4
2020-03-07,ES,Spain,EURO,190,577,1,5
2020-03-08,ES,Spain,EURO,274,851,3,8
2020-03-09,ES,Spain,EURO,290,1141,3,11
2020-03-10,ES,Spain,EURO,369,1510,14,25
2020-03-11,ES,Spain,EURO,650,2160,17,42
2020-03-12,ES,Spain,EURO,1036,3196,28,70
2020-03-13,ES,Spain,EURO,1346,4542,35,105
2020-03-14,ES,Spain,EURO,1811,6353,59,164
2020-03-15,ES,Spain,EURO,2178,8531,79,243
2020-03-16,ES,Spain,EURO,2033,10564,108,351
2020-03-17,ES,Spain,EURO,2310,12874,131,482
2020-03-18,ES,Spain,EURO,3264,16138,183,665
2020-03-19,ES,Spain,EURO,4483,20621,191,856
2020-03-20,ES,Spain,EURO,4787,25408,246,1102
2020-03-21,ES,Spain,EURO,5880,31288,322,1424
2020-03-22,ES,Spain,EURO,6531,37819,433,1857
2020-03-23,ES,Spain,EURO,5795,43614,506,2363
2020-03-24,ES,Spain,EURO,5324,48938,551,2914
2020-03-25,ES,Spain,EURO,8208,57146,686,3600
2020-03-26,ES,Spain,EURO,9724,66870,723,4323
2020-03-27,ES,Spain,EURO,10136,77006,824,5147
2020-03-28,ES,Spain,EURO,10113,87119,871,6018
2020-03-29,ES,Spain,EURO,66942,20177,627,6645
2020-03-30,ES,Spain,EURO,7096,27273,839,7484
2020-03-31,ES,Spain,EURO,5093,32366,811,8295
2020-04-01,ES,Spain,EURO,8008,40374,913,9208
2020-04-02,ES,Spain,EURO,7927,48301,899,10107
2020-04-03,ES,Spain,EURO,7063,55364,895,11002
2020-04-04,ES,Spain,EURO,6910,62274,858,11860
2020-04-05,ES,Spain,EURO,6821,69095,786,12646
2020-04-06,ES,Spain,EURO,4670,73765,740,13386
2020-04-07,ES,Spain,EURO,3147,76912,750,14136
2020-04-08,ES,Spain,EURO,5400,82312,766,14902
2020-04-09,ES,Spain,EURO,5325,87637,736,15638
2020-04-10,ES,Spain,EURO,5491,93128,749,16387
2020-04-11,ES,Spain,EURO,4611,97739,667,17054
2020-04-12,ES,Spain,EURO,4442,102181,676,17730
2020-04-13,ES,Spain,EURO,3075,105256,628,18358
2020-04-14,ES,Spain,EURO,2379,107635,544,18902
2020-04-15,ES,Spain,EURO,3129,110764,587,19489
2020-04-16,ES,Spain,EURO,3995,114759,607,20096
2020-04-17,ES,Spain,EURO,3702,118461,552,20648
2020-04-18,ES,Spain,EURO,3417,121878,487,21135
2020-04-19,ES,Spain,EURO,3462,125340,507,21642
2020-04-20,ES,Spain,EURO,2181,127521,435,22077
2020-04-21,ES,Spain,EURO,1446,128967,401,22478
2020-04-22,ES,Spain,EURO,2520,131487,387,22865
2020-04-23,ES,Spain,EURO,2728,134215,427,23292
2020-04-24,ES,Spain,EURO,2769,136984,344,23636
2020-04-25,ES,Spain,EURO,2223,139207,331,23967
2020-04-26,ES,Spain,EURO,2287,141494,330,24297
2020-04-27,ES,Spain,EURO,1293,142787,295,24592
2020-04-28,ES,Spain,EURO,819,143606,272,24864
2020-04-29,ES,Spain,EURO,1653,145259,258,25122
2020-04-30,ES,Spain,EURO,1737,146996,259,25381
2020-05-01,ES,Spain,EURO,1484,148480,236,25617
2020-05-02,ES,Spain,EURO,1440,149920,223,25840
2020-05-03,ES,Spain,EURO,792,150712,176,26016
2020-05-04,ES,Spain,EURO,566,151278,202,26218
2020-05-05,ES,Spain,EURO,452,151730,197,26415
2020-05-06,ES,Spain,EURO,1013,152743,186,26601
2020-05-07,ES,Spain,EURO,981,153724,183,26784
2020-05-08,ES,Spain,EURO,983,154707,153,26937
2020-05-09,ES,Spain,EURO,956,155663,166,27103
2020-05-10,ES,Spain,EURO,917,156580,146,27249
2020-05-11,ES,Spain,EURO,491,157071,125,27374
2020-05-12,ES,Spain,EURO,316,157387,110,27484
2020-05-13,ES,Spain,EURO,1106,158493,122,27606
2020-05-14,ES,Spain,EURO,734,159227,114,27720
2020-05-15,ES,Spain,EURO,807,160034,87,27807
2020-05-16,ES,Spain,EURO,788,160822,86,27893
2020-05-17,ES,Spain,EURO,798,161620,77,27970
2020-05-18,ES,Spain,EURO,348,161968,63,28033
2020-05-19,ES,Spain,EURO,244,162212,61,28094
2020-05-20,ES,Spain,EURO,634,162846,72,28166
2020-05-21,ES,Spain,EURO,855,163701,70,28236
2020-05-22,ES,Spain,EURO,751,164452,57,28293
2020-05-23,ES,Spain,EURO,780,165232,69,28362
2020-05-24,ES,Spain,EURO,823,166055,71,28433
2020-05-25,ES,Spain,EURO,311,166366,60,28493
2020-05-26,ES,Spain,EURO,262,166628,55,28548
2020-05-27,ES,Spain,EURO,550,167178,68,28616
2020-05-28,ES,Spain,EURO,742,167920,54,28670
2020-05-29,ES,Spain,EURO,622,168542,45,28715
2020-05-30,ES,Spain,EURO,661,169203,43,28758
2020-05-31,ES,Spain,EURO,733,169936,45,28803
2020-06-01,ES,Spain,EURO,337,170273,43,28846
2020-06-02,ES,Spain,EURO,182,170455,40,28886
2020-06-03,ES,Spain,EURO,362,170817,34,28920
2020-06-04,ES,Spain,EURO,480,171297,47,28967
2020-06-05,ES,Spain,EURO,604,171901,39,29006
2020-06-06,ES,Spain,EURO,519,172420,48,29054
2020-06-07,ES,Spain,EURO,649,173069,24,29078
2020-06-08,ES,Spain,EURO,271,173340,29,29107
2020-06-09,ES,Spain,EURO,144,173484,21,29128
2020-06-10,ES,Spain,EURO,348,173832,30,29158
2020-06-11,ES,Spain,EURO,451,174283,15,29173
2020-06-12,ES,Spain,EURO,462,174745,31,29204
2020-06-13,ES,Spain,EURO,385,175130,25,29229
2020-06-14,ES,Spain,EURO,495,175625,20,29249
2020-06-15,ES,Spain,EURO,123,175748,23,29272
2020-06-16,ES,Spain,EURO,88,175836,20,29292
2020-06-17,ES,Spain,EURO,299,176135,20,29312
2020-06-18,ES,Spain,EURO,400,176535,11,29323
2020-06-19,ES,Spain,EURO,363,176898,26,29349
2020-06-20,ES,Spain,EURO,392,177290,12,29361
2020-06-21,ES,Spain,EURO,352,177642,17,29378
2020-06-22,ES,Spain,EURO,231,177873,14,29392
2020-06-23,ES,Spain,EURO,168,178041,15,29407
2020-06-24,ES,Spain,EURO,250,178291,7,29414
2020-06-25,ES,Spain,EURO,454,178745,8,29422
2020-06-26,ES,Spain,EURO,348,179093,12,29434
2020-06-27,ES,Spain,EURO,375,179468,12,29446
2020-06-28,ES,Spain,EURO,486,179954,9,29455
2020-06-29,ES,Spain,EURO,262,180216,2,29457
2020-06-30,ES,Spain,EURO,191,180407,12,29469
2020-07-01,ES,Spain,EURO,285,180692,11,29480
2020-07-02,ES,Spain,EURO,456,181148,11,29491
2020-07-03,ES,Spain,EURO,460,181608,10,29501
2020-07-04,ES,Spain,EURO,494,182102,1,29502
2020-07-05,ES,Spain,EURO,601,182703,5,29507
2020-07-06,ES,Spain,EURO,307,183010,7,29514
2020-07-07,ES,Spain,EURO,210,183220,2,29516
2020-07-08,ES,Spain,EURO,346,183566,3,29519
2020-07-09,ES,Spain,EURO,721,184287,6,29525
2020-07-10,ES,Spain,EURO,762,185049,4,29529
2020-07-11,ES,Spain,EURO,864,185913,1,29530
2020-07-12,ES,Spain,EURO,1172,187085,5,29535
2020-07-13,ES,Spain,EURO,621,187706,7,29542
2020-07-14,ES,Spain,EURO,393,188099,2,29544
2020-07-15,ES,Spain,EURO,892,188991,2,29546
2020-07-16,ES,Spain,EURO,1325,190316,4,29550
2020-07-17,ES,Spain,EURO,1598,191914,5,29555
2020-07-18,ES,Spain,EURO,1643,193557,2,29557
2020-07-19,ES,Spain,EURO,2140,195697,3,29560
2020-07-20,ES,Spain,EURO,1564,197261,4,29564
2020-07-21,ES,Spain,EURO,1161,198422,6,29570
2020-07-22,ES,Spain,EURO,1632,200054,8,29578
2020-07-23,ES,Spain,EURO,2358,202412,8,29586
2020-07-24,ES,Spain,EURO,2365,204777,4,29590
2020-07-25,ES,Spain,EURO,2380,207157,4,29594
2020-07-26,ES,Spain,EURO,2853,210010,8,29602
2020-07-27,ES,Spain,EURO,1716,211726,11,29613
2020-07-28,ES,Spain,EURO,1386,213112,7,29620
2020-07-29,ES,Spain,EURO,2057,215169,10,29630
2020-07-30,ES,Spain,EURO,2944,218113,13,29643
2020-07-31,ES,Spain,EURO,3212,221325,11,29654
2020-08-01,ES,Spain,EURO,3499,224824,11,29665
2020-08-02,ES,Spain,EURO,3882,228706,16,29681
2020-08-03,ES,Spain,EURO,3055,231761,12,29693
2020-08-04,ES,Spain,EURO,1841,233602,13,29706
2020-08-05,ES,Spain,EURO,2788,236390,12,29718
2020-08-06,ES,Spain,EURO,4437,240827,20,29738
2020-08-07,ES,Spain,EURO,4324,245151,13,29751
2020-08-08,ES,Spain,EURO,4892,250043,31,29782
2020-08-09,ES,Spain,EURO,5743,255786,23,29805
2020-08-10,ES,Spain,EURO,3530,259316,33,29838
2020-08-11,ES,Spain,EURO,2634,261950,18,29856
2020-08-12,ES,Spain,EURO,3930,265880,31,29887
2020-08-13,ES,Spain,EURO,6192,272072,31,29918
2020-08-14,ES,Spain,EURO,6448,278520,32,29950
2020-08-15,ES,Spain,EURO,7098,285618,26,29976
2020-08-16,ES,Spain,EURO,8420,294038,36,30012
2020-08-17,ES,Spain,EURO,4837,298875,28,30040
2020-08-18,ES,Spain,EURO,3298,302173,23,30063
2020-08-19,ES,Spain,EURO,5001,307174,32,30095
2020-08-20,ES,Spain,EURO,8552,315726,44,30139
2020-08-21,ES,Spain,EURO,8693,324419,46,30185
2020-08-22,ES,Spain,EURO,9053,333472,41,30226
2020-08-23,ES,Spain,EURO,10526,343998,44,30270
2020-08-24,ES,Spain,EURO,6066,350064,44,30314
2020-08-25,ES,Spain,EURO,4291,354355,54,30368
2020-08-26,ES,Spain,EURO,6062,360417,56,30424
2020-08-27,ES,Spain,EURO,10343,370760,44,30468
2020-08-28,ES,Spain,EURO,10333,381093,51,30519
2020-08-29,ES,Spain,EURO,10357,391450,50,30569
2020-08-30,ES,Spain,EURO,11994,403444,72,30641
2020-08-31,ES,Spain,EURO,6896,410340,53,30694
2020-09-01,ES,Spain,EURO,5196,415536,58,30752
2020-09-02,ES,Spain,EURO,6663,422199,67,30819
2020-09-03,ES,Spain,EURO,10516,432715,68,30887
2020-09-04,ES,Spain,EURO,10737,443452,79,30966
2020-09-05,ES,Spain,EURO,10996,454448,81,31047
2020-09-06,ES,Spain,EURO,13216,467664,85,31132
2020-09-07,ES,Spain,EURO,7891,475555,71,31203
2020-09-08,ES,Spain,EURO,5498,481053,64,31267
2020-09-09,ES,Spain,EURO,7056,488109,82,31349
2020-09-10,ES,Spain,EURO,11980,500089,86,31435
2020-09-11,ES,Spain,EURO,12829,512918,107,31542
2020-09-12,ES,Spain,EURO,13055,525973,95,31637
2020-09-13,ES,Spain,EURO,14439,540412,101,31738
2020-09-14,ES,Spain,EURO,8329,548741,107,31845
2020-09-15,ES,Spain,EURO,6407,555148,106,31951
2020-09-16,ES,Spain,EURO,8219,563367,116,32067
2020-09-17,ES,Spain,EURO,13857,577224,138,32205
2020-09-18,ES,Spain,EURO,14059,591283,109,32314
2020-09-19,ES,Spain,EURO,13825,605108,126,32440
2020-09-20,ES,Spain,EURO,16755,621863,117,32557
2020-09-21,ES,Spain,EURO,8339,630202,126,32683
2020-09-22,ES,Spain,EURO,5868,636070,108,32791
2020-09-23,ES,Spain,EURO,8040,644110,127,32918
2020-09-24,ES,Spain,EURO,12827,656937,130,33048
2020-09-25,ES,Spain,EURO,12786,669723,117,33165
2020-09-26,ES,Spain,EURO,12674,682397,137,33302
2020-09-27,ES,Spain,EURO,13553,695950,138,33440
2020-09-28,ES,Spain,EURO,7668,703618,118,33558
2020-09-29,ES,Spain,EURO,5051,708669,125,33683
2020-09-30,ES,Spain,EURO,7058,715727,145,33828
2020-10-01,ES,Spain,EURO,11372,727099,152,33980
2020-10-02,ES,Spain,EURO,11222,738321,158,34138
2020-10-03,ES,Spain,EURO,11090,749411,144,34282
2020-10-04,ES,Spain,EURO,12412,761823,137,34419
2020-10-05,ES,Spain,EURO,6892,768715,111,34530
2020-10-06,ES,Spain,EURO,5143,773858,101,34631
2020-10-07,ES,Spain,EURO,8917,782775,135,34766
2020-10-08,ES,Spain,EURO,12256,795031,134,34900
2020-10-09,ES,Spain,EURO,12453,807484,137,35037
2020-10-10,ES,Spain,EURO,13881,821365,136,35173
2020-10-11,ES,Spain,EURO,14811,836176,153,35326
2020-10-12,ES,Spain,EURO,8742,844918,143,35469
2020-10-13,ES,Spain,EURO,6771,851689,116,35585
2020-10-14,ES,Spain,EURO,6341,858030,130,35715
2020-10-15,ES,Spain,EURO,12420,870450,152,35867
2020-10-16,ES,Spain,EURO,16435,886885,145,36012
2020-10-17,ES,Spain,EURO,17542,904427,156,36168
2020-10-18,ES,Spain,EURO,18327,922754,169,36337
2020-10-19,ES,Spain,EURO,11961,934715,147,36484
2020-10-20,ES,Spain,EURO,8254,942969,154,36638
2020-10-21,ES,Spain,EURO,15733,958702,181,36819
2020-10-22,ES,Spain,EURO,20944,979646,191,37010
2020-10-23,ES,Spain,EURO,23261,1002907,180,37190
2020-10-24,ES,Spain,EURO,23852,1026759,214,37404
2020-10-25,ES,Spain,EURO,25060,1051819,224,37628
2020-10-26,ES,Spain,EURO,15459,1067278,195,37823
2020-10-27,ES,Spain,EURO,11267,1078545,204,38027
2020-10-28,ES,Spain,EURO,20029,1098574,228,38255
2020-10-29,ES,Spain,EURO,24357,1122931,247,38502
2020-10-30,ES,Spain,EURO,24651,1147582,251,38753
2020-10-31,ES,Spain,EURO,24220,1171802,259,39012
2020-11-01,ES,Spain,EURO,24979,1196781,275,39287
2020-11-02,ES,Spain,EURO,16071,1212852,271,39558
2020-11-03,ES,Spain,EURO,10981,1223833,271,39829
2020-11-04,ES,Spain,EURO,15507,1239340,309,40138
2020-11-05,ES,Spain,EURO,22093,1261433,328,40466
2020-11-06,ES,Spain,EURO,24195,1285628,360,40826
2020-11-07,ES,Spain,EURO,23599,1309227,333,41159
2020-11-08,ES,Spain,EURO,23564,1332791,358,41517
2020-11-09,ES,Spain,EURO,14590,1347381,291,41808
2020-11-10,ES,Spain,EURO,9843,1357224,325,42133
2020-11-11,ES,Spain,EURO,16563,1373787,327,42460
2020-11-12,ES,Spain,EURO,20621,1394408,349,42809
2020-11-13,ES,Spain,EURO,20036,1414444,363,43172
2020-11-14,ES,Spain,EURO,19206,1433650,364,43536
2020-11-15,ES,Spain,EURO,18450,1452100,360,43896
2020-11-16,ES,Spain,EURO,10595,1462695,305,44201
2020-11-17,ES,Spain,EURO,6681,1469376,289,44490
2020-11-18,ES,Spain,EURO,12840,1482216,326,44816
2020-11-19,ES,Spain,EURO,15910,1498126,379,45195
2020-11-20,ES,Spain,EURO,14830,1512956,296,45491
2020-11-21,ES,Spain,EURO,13200,1526156,316,45807
2020-11-22,ES,Spain,EURO,12665,1538821,327,46134
2020-11-23,ES,Spain,EURO,7244,1546065,287,46421
2020-11-24,ES,Spain,EURO,4626,1550691,261,46682
2020-11-25,ES,Spain,EURO,9165,1559856,321,47003
2020-11-26,ES,Spain,EURO,10969,1570825,256,47259
2020-11-27,ES,Spain,EURO,10028,1580853,297,47556
2020-11-28,ES,Spain,EURO,9649,1590502,296,47852
2020-11-29,ES,Spain,EURO,9940,1600442,270,48122
2020-11-30,ES,Spain,EURO,5505,1605947,221,48343
2020-12-01,ES,Spain,EURO,3420,1609367,222,48565
2020-12-02,ES,Spain,EURO,7451,1616818,231,48796
2020-12-03,ES,Spain,EURO,9516,1626334,233,49029
2020-12-04,ES,Spain,EURO,8917,1635251,223,49252
2020-12-05,ES,Spain,EURO,8162,1643413,242,49494
2020-12-06,ES,Spain,EURO,8438,1651851,230,49724
2020-12-07,ES,Spain,EURO,4966,1656817,199,49923
2020-12-08,ES,Spain,EURO,3283,1660100,174,50097
2020-12-09,ES,Spain,EURO,5241,1665341,204,50301
2020-12-10,ES,Spain,EURO,4051,1669392,182,50483
2020-12-11,ES,Spain,EURO,8438,1677830,223,50706
2020-12-12,ES,Spain,EURO,10782,1688612,189,50895
2020-12-13,ES,Spain,EURO,11346,1699958,217,51112
2020-12-14,ES,Spain,EURO,6599,1706557,186,51298
2020-12-15,ES,Spain,EURO,4250,1710807,165,51463
2020-12-16,ES,Spain,EURO,9922,1720729,168,51631
2020-12-17,ES,Spain,EURO,12196,1732925,189,51820
2020-12-18,ES,Spain,EURO,11775,1744700,150,51970
2020-12-19,ES,Spain,EURO,10998,1755698,176,52146
2020-12-20,ES,Spain,EURO,12233,1767931,177,52323
2020-12-21,ES,Spain,EURO,6937,1774868,143,52466
2020-12-22,ES,Spain,EURO,4390,1779258,157,52623
2020-12-23,ES,Spain,EURO,11023,1790281,151,52774
2020-12-24,ES,Spain,EURO,13440,1803721,182,52956
2020-12-25,ES,Spain,EURO,14538,1818259,194,53150
2020-12-26,ES,Spain,EURO,9998,1828257,159,53309
2020-12-27,ES,Spain,EURO,4825,1833082,146,53455
2020-12-28,ES,Spain,EURO,6434,1839516,177,53632
2020-12-29,ES,Spain,EURO,5969,1845485,170,53802
2020-12-30,ES,Spain,EURO,15137,1860622,195,53997
2020-12-31,ES,Spain,EURO,18986,1879608,166,54163
2021-01-01,ES,Spain,EURO,21132,1900740,206,54369
2021-01-02,ES,Spain,EURO,15611,1916351,194,54563
2021-01-03,ES,Spain,EURO,7670,1924021,174,54737
2021-01-04,ES,Spain,EURO,10529,1934550,187,54924
2021-01-05,ES,Spain,EURO,9964,1944514,180,55104
2021-01-06,ES,Spain,EURO,22184,1966698,191,55295
2021-01-07,ES,Spain,EURO,30772,1997470,242,55537
2021-01-08,ES,Spain,EURO,14626,2012096,181,55718
2021-01-09,ES,Spain,EURO,26813,2038909,242,55960
2021-01-10,ES,Spain,EURO,32913,2071822,245,56205
2021-01-11,ES,Spain,EURO,19323,2091145,231,56436
2021-01-12,ES,Spain,EURO,13947,2105092,247,56683
2021-01-13,ES,Spain,EURO,32542,2137634,289,56972
2021-01-14,ES,Spain,EURO,37418,2175052,292,57264
2021-01-15,ES,Spain,EURO,39018,2214070,294,57558
2021-01-16,ES,Spain,EURO,38446,2252516,321,57879
2021-01-17,ES,Spain,EURO,43019,2295535,399,58278
2021-01-18,ES,Spain,EURO,25041,2320576,364,58642
2021-01-19,ES,Spain,EURO,18678,2339254,371,59013
2021-01-20,ES,Spain,EURO,35824,2375078,415,59428
2021-01-21,ES,Spain,EURO,42506,2417584,491,59919
2021-01-22,ES,Spain,EURO,41990,2459574,463,60382
2021-01-23,ES,Spain,EURO,40913,2500487,497,60879
2021-01-24,ES,Spain,EURO,42312,2542799,571,61450
2021-01-25,ES,Spain,EURO,23862,2566661,454,61904
2021-01-26,ES,Spain,EURO,17362,2584023,523,62427
2021-01-27,ES,Spain,EURO,32861,2616884,536,62963
2021-01-28,ES,Spain,EURO,37581,2654465,554,63517
2021-01-29,ES,Spain,EURO,35913,2690378,604,64121
2021-01-30,ES,Spain,EURO,33466,2723844,578,64699
2021-01-31,ES,Spain,EURO,32445,2756289,541,65240
2021-02-01,ES,Spain,EURO,18241,2774530,519,65759
2021-02-02,ES,Spain,EURO,11768,2786298,493,66252
2021-02-03,ES,Spain,EURO,22575,2808873,550,66802
2021-02-04,ES,Spain,EURO,26098,2834971,496,67298
2021-02-05,ES,Spain,EURO,23873,2858844,503,67801
2021-02-06,ES,Spain,EURO,21193,2880037,496,68297
2021-02-07,ES,Spain,EURO,20235,2900272,470,68767
2021-02-08,ES,Spain,EURO,10354,2910626,418,69185
2021-02-09,ES,Spain,EURO,6112,2916738,389,69574
2021-02-10,ES,Spain,EURO,13832,2930570,418,69992
2021-02-11,ES,Spain,EURO,15407,2945977,396,70388
2021-02-12,ES,Spain,EURO,13402,2959379,415,70803
2021-02-13,ES,Spain,EURO,11907,2971286,365,71168
2021-02-14,ES,Spain,EURO,11743,2983029,342,71510
2021-02-15,ES,Spain,EURO,5776,2988805,288,71798
2021-02-16,ES,Spain,EURO,3589,2992394,248,72046
2021-02-17,ES,Spain,EURO,8891,3001285,291,72337
2021-02-18,ES,Spain,EURO,9900,3011185,298,72635
2021-02-19,ES,Spain,EURO,8655,3019840,263,72898
2021-02-20,ES,Spain,EURO,8222,3028062,243,73141
2021-02-21,ES,Spain,EURO,8000,3036062,227,73368
2021-02-22,ES,Spain,EURO,4033,3040095,187,73555
2021-02-23,ES,Spain,EURO,2684,3042779,185,73740
2021-02-24,ES,Spain,EURO,6861,3049640,231,73971
2021-02-25,ES,Spain,EURO,7406,3057046,188,74159
2021-02-26,ES,Spain,EURO,6516,3063562,208,74367
2021-02-27,ES,Spain,EURO,6205,3069767,198,74565
2021-02-28,ES,Spain,EURO,6500,3076267,179,74744
2021-03-01,ES,Spain,EURO,3229,3079496,165,74909
2021-03-02,ES,Spain,EURO,2249,3081745,150,75059
2021-03-03,ES,Spain,EURO,5407,3087152,138,75197
2021-03-04,ES,Spain,EURO,5911,3093063,154,75351
2021-03-05,ES,Spain,EURO,5985,3099048,148,75499
2021-03-06,ES,Spain,EURO,5642,3104690,139,75638
2021-03-07,ES,Spain,EURO,5762,3110452,133,75771
2021-03-08,ES,Spain,EURO,2884,3113336,130,75901
2021-03-09,ES,Spain,EURO,2060,3115396,99,76000
2021-03-10,ES,Spain,EURO,5149,3120545,126,76126
2021-03-11,ES,Spain,EURO,5700,3126245,122,76248
2021-03-12,ES,Spain,EURO,5545,3131790,106,76354
2021-03-13,ES,Spain,EURO,5398,3137188,98,76452
2021-03-14,ES,Spain,EURO,5861,3143049,110,76562
2021-03-15,ES,Spain,EURO,2845,3145894,88,76650
2021-03-16,ES,Spain,EURO,1993,3147887,80,76730
2021-03-17,ES,Spain,EURO,5622,3153509,108,76838
2021-03-18,ES,Spain,EURO,6138,3159647,115,76953
2021-03-19,ES,Spain,EURO,5884,3165531,97,77050
2021-03-20,ES,Spain,EURO,6434,3171965,72,77122
2021-03-21,ES,Spain,EURO,4723,3176688,70,77192
2021-03-22,ES,Spain,EURO,2959,3179647,70,77262
2021-03-23,ES,Spain,EURO,2317,3181964,67,77329
2021-03-24,ES,Spain,EURO,6198,3188162,73,77402
2021-03-25,ES,Spain,EURO,7443,3195605,97,77499
2021-03-26,ES,Spain,EURO,6987,3202592,65,77564
2021-03-27,ES,Spain,EURO,7385,3209977,71,77635
2021-03-28,ES,Spain,EURO,7717,3217694,89,77724
2021-03-29,ES,Spain,EURO,4150,3221844,67,77791
2021-03-30,ES,Spain,EURO,2980,3224824,74,77865
2021-03-31,ES,Spain,EURO,7443,3232267,89,77954
2021-04-01,ES,Spain,EURO,8278,3240545,84,78038
2021-04-02,ES,Spain,EURO,9066,3249611,83,78121
2021-04-03,ES,Spain,EURO,5746,3255357,80,78201
2021-04-04,ES,Spain,EURO,3889,3259246,71,78272
2021-04-05,ES,Spain,EURO,4619,3263865,79,78351
2021-04-06,ES,Spain,EURO,4294,3268159,61,78412
2021-04-07,ES,Spain,EURO,7754,3275913,77,78489
2021-04-08,ES,Spain,EURO,10948,3286861,87,78576
2021-04-09,ES,Spain,EURO,10686,3297547,93,78669
2021-04-10,ES,Spain,EURO,10434,3307981,85,78754
2021-04-11,ES,Spain,EURO,10606,3318587,85,78839
2021-04-12,ES,Spain,EURO,5695,3324282,90,78929
2021-04-13,ES,Spain,EURO,3974,3328256,53,78982
2021-04-14,ES,Spain,EURO,9069,3337325,99,79081
2021-04-15,ES,Spain,EURO,10236,3347561,81,79162
2021-04-16,ES,Spain,EURO,10400,3357961,93,79255
2021-04-17,ES,Spain,EURO,9806,3367767,82,79337
2021-04-18,ES,Spain,EURO,10122,3377889,83,79420
2021-04-19,ES,Spain,EURO,5378,3383267,81,79501
2021-04-20,ES,Spain,EURO,3963,3387230,60,79561
2021-04-21,ES,Spain,EURO,8782,3396012,87,79648
2021-04-22,ES,Spain,EURO,10713,3406725,79,79727
2021-04-23,ES,Spain,EURO,9817,3416542,74,79801
2021-04-24,ES,Spain,EURO,9813,3426355,70,79871
2021-04-25,ES,Spain,EURO,10002,3436357,79,79950
2021-04-26,ES,Spain,EURO,5063,3441420,76,80026
2021-04-27,ES,Spain,EURO,3870,3445290,63,80089
2021-04-28,ES,Spain,EURO,8916,3454206,71,80160
2021-04-29,ES,Spain,EURO,9780,3463986,72,80232
2021-04-30,ES,Spain,EURO,9311,3473297,73,80305
